ChEBI	Count	TFIDF	Names	Mass	logP	Class
6827	3	3	methicillin	380.41500	1.72	['17334', '88187', '25865', '17334', '35992', '33575', '25865', '27933', '27171', '38101', '38106', '36586', '35605', '64709', '35992', '33575', '35627', '25558', '33672', '38166', '24532', '35352', '33261', '36587', '36963', '24833', '50860', '27933', '27171', '38101', '38106', '36586', '35605', '64709', '24995', '24531', '38101', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '36962', '26835', '72695', '25806', '24651', '33582', '35627', '25558', '33672', '38166', '35352', '33261', '36587', '36963', '24833', '50860', '23443', '38101', '37622', '24532', '35352', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '33304', '25367', '25806', '33608', '37577', '33675', '24995', '24531', '33636', '33671', '51143', '36962', '26835', '24651', '33582', '32988', '24532', '35352', '36963', '33256', '33285', '5686', '33832', '51143', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33304', '33674', '33579', '23443', '38101', '37622', '33635', '33302', '25806', '33608', '37577', '51143', '33285', '5686', '33832', '36962', '25806', '32988', '50860', '33595', '72695', '33302', '36357', '33582', '25367', '33675', '33579', '23367', '24532', '35352', '36963', '33256', '33304', '33674', '33302', '50860', '33595', '72695', '33285', '33304', '51143', '33582', '25367', '33675', '23367', '36357', '33579', '24431', '5686', '33832', '36962', '25806', '32988', '33675', '33582', '25367', '50860', '33302', '36357', '33579', '24431', '23367', '33595', '72695', '33285', '33304', '51143', '33579', '33675', '36357', '33582', '23367', '24431', '25367', '50860', '33302', '23367', '33579', '33675', '24431', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
6872	3	3	methylene blue	319.85200	2.24	['36094', '23114', '51069', '33958', '23117', '24868', '24866', '37578', '24471', '37577', '24471', '33675', '36357', '33675', '33579', '23367', '33579', '24431', '23367', '24431']
6931	3	3	midazolam	325.768	3.18	['36683', '142118', '83575', '17792', '23117', '26979', '22720', '35496', '33285', '37578', '24471', '36688', '38166', '51959', '38101', '22712', '37143', '50860', '24471', '37577', '33675', '33671', '24532', '51958', '35352', '33836', '17792', '24062', '33582', '33675', '36357', '33579', '5686', '33635', '33285', '33832', '51143', '33659', '33598', '37578', '24471', '33675', '33579', '23367', '33595', '50860', '72695', '33302', '33655', '33832', '33597', '24471', '37577', '33579', '23367', '24431', '25367', '33582', '50860', '33675', '33595', '72695', '36357', '23367', '24431', '36357', '33675', '33582', '33579', '25367', '50860', '24431', '23367', '33579', '33675', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
6950	1	1	mirtazapine	265.35290	2.6	['35676', '50940', '27171', '38101', '38163', '33672', '38166', '24532', '35352', '33636', '5686', '24532', '33671', '33285', '33832', '51143', '33595', '33285', '5686', '33832', '33635', '50860', '72695', '33302', '25367', '50860', '33595', '72695', '33582', '33675', '36357', '33582', '25367', '50860', '33675', '33579', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
6956	2	4	Mitragynine	398.496	3.78	['65323', '65321', '38958', '22315', '35352', '33285', '51143', '50860', '33302', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
6993	3	3	montelukast sodium	608.16581	5.57	['38700', '26714', '24868', '26712', '35479', '24866', '33296', '24866', '37577', '33674', '37577', '36357', '33579', '36357', '23367', '23367', '24431', '24431']
7039	1	2	Mycosporine	261.272	-1.67	['26878', '30879', '33822', '24651', '50860', '25806', '33608', '37577', '33582', '33304', '33674', '36357', '33675', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
7071	1	1	N,N-diethyl-m-toluamide	191.26950	2.3	['29347', '22702', '37622', '22645', '36963', '35352', '33256', '29347', '62733', '36962', '25806', '33285', '51143', '32988', '37622', '33659', '33285', '33304', '50860', '33302', '51143', '36963', '35352', '33256', '33655', '33832', '50860', '33675', '33582', '33302', '36962', '25806', '33285', '51143', '32988', '33595', '72695', '33582', '33579', '33675', '33285', '33304', '50860', '33302', '51143', '25367', '33675', '23367', '33579', '50860', '33582', '33302', '36357', '33579', '24431', '23367', '33582', '33675', '23367', '24431', '33675', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
7207	2	4	N'-acetylisoniazid	179.17608	-0.483	['35363', '35362', '35352', '51143', '33285', '33302', '50860', '33675', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
7496	1	1	nelfinavir	567.78200	4.71	['22702', '33853', '35683', '35681', '50996', '27171', '22645', '33659', '33822', '16385', '30879', '50047', '33672', '38166', '29347', '62733', '33655', '33832', '24651', '50860', '33261', '26822', '33822', '35352', '33636', '5686', '24532', '33671', '37622', '32988', '33659', '33595', '72695', '25806', '33608', '37577', '33582', '36962', '26835', '24651', '50860', '33285', '51143', '5686', '33832', '33635', '36963', '35352', '33256', '51143', '33655', '33832', '25367', '50860', '33304', '33674', '36357', '33675', '33285', '25806', '33608', '37577', '33582', '33302', '33595', '72695', '36962', '25806', '33285', '51143', '32988', '33302', '33595', '72695', '36357', '33582', '33675', '33579', '23367', '50860', '33304', '33674', '25367', '33285', '33304', '50860', '33302', '51143', '33675', '25367', '23367', '33579', '24431', '33582', '36357', '50860', '33675', '33582', '33302', '33579', '36357', '24431', '23367', '33582', '33579', '33675', '23367', '24431', '33675', '23367', '33579', '24431', '33579', '24431', '23367', '23367', '24431', '24431']
7502	5	9	neoeriocitrin	596.53400	-0.551	['25495', '63353', '38739', '72730', '140331', '24400', '63353', '63299', '24697', '28863', '63161', '63299', '78616', '28863', '33822', '38672', '3992', '63299', '78616', '36963', '38672', '3992', '24651', '50860', '47916', '38443', '26004', '17087', '78616', '36963', '36962', '25806', '47916', '38443', '26004', '17087', '33608', '37577', '33582', '72544', '22727', '33659', '36586', '36963', '36962', '25806', '33285', '33304', '72544', '22727', '33659', '36586', '33674', '36357', '33675', '50860', '38104', '38166', '33655', '33832', '36587', '36962', '25806', '33285', '33304', '50860', '33675', '38104', '38166', '33655', '33832', '36587', '36963', '33579', '23367', '33582', '24532', '33671', '33595', '72695', '33285', '33304', '50860', '33675', '33582', '33579', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '23367', '24431', '5686', '33832', '33635', '25367', '50860', '33675', '33582', '33579', '23367', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '33304', '24431', '33595', '72695', '36357', '33582', '33579', '33675', '23367', '24431', '50860', '33595', '72695', '33285', '33304', '36357', '25367', '33675', '23367', '33579', '24431', '33582', '25367', '50860', '36357', '33579', '24431', '23367', '33675', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
7539	1	1	5-amino-3,5-dideoxy-D-glycero-D-galacto-non-2-ulopyranosonic acid	267.23322	-3.66	['49018', '25508', '28963', '63394', '63299', '63367', '78616', '63299', '36963', '78616', '36962', '25806', '36963', '33285', '33304', '36962', '25806', '50860', '33675', '33285', '33304', '33582', '33579', '50860', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
7554	1	2	nicosulfuron	410.40500	0.0463	['26421', '76983', '39447', '25693', '38101', '47857', '35358', '38313', '24532', '33670', '35352', '33256', '33552', '33261', '25693', '38101', '33285', '5686', '33832', '33661', '51143', '32988', '33424', '36962', '26835', '24532', '33670', '35352', '50860', '33595', '72695', '33302', '51143', '33241', '26835', '33285', '33304', '5686', '33832', '33661', '33582', '25367', '50860', '33675', '33302', '37577', '33304', '33595', '72695', '33675', '36357', '33582', '33579', '25367', '50860', '33579', '23367', '33675', '36357', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
7602	39	61	nobiletin	402.39460	2.12	['25241', '24043', '25698', '47916', '36963', '72544', '36962', '25806', '50860', '25806', '33285', '33304', '33582', '33304', '50860', '33675', '33675', '33582', '33579', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
7609	17	33	nomilin	514.565	3.68	['39434', '36615', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
7613	1	2	nonacosane	408.78670	10.2	['83563', '18310', '24632', '33653', '33245', '50860', '50860', '37175', '33582', '33582', '33692', '33675', '33675', '33608', '37577', '33579', '33579', '33674', '36357', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
7625	1	1	nordihydroguaiaretic acid	302.36490	3.89	['33566', '33573', '25036', '33570', '26191', '26004', '33853', '33822', '33659', '33659', '33822', '24651', '50860', '33655', '33832', '33655', '33832', '24651', '50860', '25806', '33608', '37577', '33582', '33595', '72695', '33595', '72695', '25806', '33608', '37577', '33582', '33304', '33674', '36357', '33675', '25367', '50860', '25367', '50860', '33304', '33674', '36357', '33675', '33579', '23367', '33582', '36357', '33582', '33675', '33579', '23367', '24431', '23367', '33675', '33579', '24431', '24431', '33579', '23367', '23367', '24431', '24431']
7630	2	3	norgestrel	312.44582	3.24	['36838', '73477', '47909', '35350', '73474', '51689', '47788', '33822', '35341', '72695', '51721', '78840', '3992', '35789', '24651', '50860', '51958', '18059', '25367', '17087', '35341', '25806', '33608', '37577', '33582', '33832', '33635', '50860', '36357', '36586', '51958', '18059', '33304', '33674', '36357', '33675', '72695', '33595', '33582', '23367', '36587', '36963', '33832', '33635', '50860', '33675', '33579', '23367', '50860', '25367', '24431', '72695', '36962', '25806', '33595', '33582', '33579', '23367', '24431', '33582', '36357', '50860', '25367', '33285', '33304', '33675', '23367', '24431', '33675', '33582', '36357', '50860', '33579', '24431', '33579', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
7640	1	1	nortriptyline	263.37678	4.43	['51959', '32863', '51958', '50995', '32952', '33832', '33635', '50047', '72695', '33595', '35352', '50860', '50860', '25367', '33285', '51143', '33582', '33582', '36357', '50860', '33302', '33675', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
7641	1	2	Nortriptyline hydrochloride	299.838	4.43	['51959', '51958', '33832', '33635', '72695', '33595', '50860', '25367', '33582', '36357', '33675', '23367', '33579', '24431', '23367', '24431']
7713	8	15	Obacunone	454.513	3.97	['39434', '36615', '26873', '24913', '18059', '50860', '50860', '33582', '33582', '33675', '33675', '33579', '33579', '23367', '23367', '24431', '24431']
7728	4	6	octan-1-amine	129.24320	3.04	['17062', '32877', '50994', '32952', '50047', '35352', '50860', '33285', '51143', '33582', '50860', '33302', '33675', '33582', '33675', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
7735	3	3	olanzapine	312.434	3.08	['22720', '46920', '46848', '38101', '38166', '46845', '50996', '26144', '33860', '24532', '35352', '33671', '26144', '50996', '50047', '38101', '25693', '33659', '33285', '5686', '33832', '51143', '33635', '38101', '25693', '50047', '35352', '50860', '24532', '33670', '33655', '50860', '33595', '72695', '33302', '24532', '35352', '33670', '33285', '51143', '33582', '5686', '33832', '33661', '33582', '25367', '50860', '33675', '33285', '5686', '33832', '51143', '33661', '33302', '33595', '72695', '33675', '36357', '33582', '33579', '50860', '33595', '72695', '33302', '25367', '33579', '23367', '33675', '33582', '25367', '50860', '36357', '23367', '24431', '33579', '33675', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
7775	2	4	ononin	430.40470	1.03	['63367', '133959', '140301', '63299', '38756', '38757', '22798', '74630', '78616', '38757', '25698', '50753', '3992', '35436', '60980', '24400', '36963', '50753', '3992', '72544', '38443', '26004', '17087', '24278', '63161', '36962', '25806', '72544', '38443', '26004', '17087', '50860', '22727', '33659', '36586', '35313', '63299', '33285', '33304', '50860', '25806', '22727', '33659', '36586', '33582', '38104', '38166', '33655', '33832', '36587', '36963', '24400', '78616', '50860', '33675', '33582', '33304', '38104', '38166', '33655', '33832', '36587', '36963', '24532', '33671', '33595', '72695', '36962', '25806', '63161', '33582', '33579', '33675', '24532', '36963', '33671', '33595', '72695', '36962', '25806', '33285', '5686', '33832', '33635', '25367', '50860', '33304', '63299', '33675', '23367', '33579', '33285', '5686', '33832', '36962', '25806', '33635', '25367', '50860', '33304', '33595', '72695', '36357', '33582', '78616', '33579', '24431', '23367', '50860', '33595', '72695', '33285', '33304', '36357', '33582', '33675', '25367', '36963', '23367', '24431', '33582', '25367', '50860', '33675', '33579', '36357', '36962', '25806', '24431', '33675', '36357', '33582', '33579', '23367', '33285', '33304', '33579', '23367', '33675', '24431', '50860', '23367', '24431', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '23367', '24431']
7823	1	1	oxazepam	286.71300	2.04	['35500', '36683', '22720', '17792', '23117', '38101', '38166', '33285', '37578', '24471', '24532', '35352', '33671', '50860', '24471', '37577', '33675', '33285', '5686', '33832', '51143', '33635', '33582', '33675', '36357', '33579', '50860', '33595', '72695', '33302', '33675', '33579', '23367', '33582', '25367', '50860', '33675', '33579', '23367', '24431', '33675', '36357', '33582', '33579', '23367', '24431', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
7852	1	1	oxycodone	315.36360	1.17	['38164', '72588', '38166', '50860', '24532', '33671', '33582', '33285', '5686', '33832', '33635', '33675', '50860', '33595', '72695', '33579', '33582', '25367', '50860', '23367', '33675', '36357', '33582', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
7889	1	1	paeoniflorin	480.463	0.15	['61777', '26873', '24400', '24913', '63161', '18059', '50860', '63299', '50860', '33582', '78616', '33582', '33675', '36963', '33675', '33579', '36962', '25806', '33579', '23367', '33285', '33304', '23367', '24431', '50860', '33675', '24431', '33582', '33579', '33675', '23367', '33579', '24431', '23367', '24431']
7896	17	18	hexadecanoate	255.41610	7.03	['57560', '78123', '83955', '76619', '28868', '58953', '18059', '35757', '28868', '50860', '29067', '18059', '35757', '33582', '25696', '35406', '50860', '29067', '33675', '25699', '22563', '25741', '33273', '33582', '25696', '35406', '33579', '50860', '24870', '25806', '37577', '22563', '36358', '33675', '25699', '25741', '33273', '23367', '33582', '33304', '36357', '24870', '33579', '50860', '25806', '37577', '22563', '36358', '24431', '33675', '23367', '33582', '33304', '36357', '24870', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
