ChEBI	Count	TFIDF	Names	Mass	logP	Class
38954	2	2	temephos	466.473	5.91	['37512', '25715', '16385', '25703', '37511', '37734', '25716', '25711', '33261', '26822', '26020', '26079', '25710', '35701', '26835', '39093', '36962', '26079', '36359', '26082', '33285', '36963', '33304', '25710', '36359', '33241', '36360', '33302', '50860', '36962', '25806', '33675', '26082', '33285', '33241', '36360', '37577', '26082', '33675', '33582', '33285', '33304', '33579', '33302', '50860', '37577', '26082', '36357', '33302', '33579', '33675', '50860', '23367', '33582', '36357', '33302', '23367', '33675', '33579', '33582', '24431', '23367', '33675', '24431', '33579', '24431', '33579', '23367', '23367', '24431', '24431']
39005	1	2	2-(N-morpholino)ethanesulfonic acid	195.23776	-1.73	['33551', '39010', '33552', '33261', '64709', '38785', '33424', '36962', '26835', '50860', '46952', '33241', '26835', '33285', '33304', '33582', '25693', '38101', '38104', '37577', '33304', '50860', '33675', '24532', '33670', '35352', '36963', '36357', '33675', '33582', '33579', '33285', '5686', '33832', '33661', '51143', '36962', '25806', '23367', '33579', '33675', '50860', '33595', '72695', '33302', '33285', '33304', '24431', '23367', '33579', '33582', '25367', '50860', '33675', '24431', '23367', '33675', '36357', '33582', '33579', '24431', '33579', '23367', '33675', '23367', '24431', '33579', '24431', '23367', '24431']
39073	1	1	6-carboxyfluorescein	376.31578	3.09	['25384', '33575', '36586', '35605', '64709', '36587', '36963', '24833', '50860', '72695', '36962', '25806', '24651', '33582', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '33675', '23367', '33582', '33579', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39106	2	2	pyrene	202.25060	5.24	['35300', '33639', '33848', '35293', '33658', '33666', '33635', '33663', '33659', '35294', '33595', '24632', '33598', '33655', '33832', '35295', '25367', '33245', '33597', '33832', '33595', '72695', '33635', '36357', '50860', '37175', '33595', '72695', '25367', '23367', '33582', '33692', '25367', '50860', '36357', '24431', '33675', '33608', '37577', '36357', '33582', '23367', '33579', '33674', '36357', '23367', '33675', '24431', '23367', '33579', '24431', '24431', '23367', '24431']
39153	1	2	5-oxopentanoic acid	116.11522	0.0576	['76328', '26643', '25799', '59644', '17478', '25384', '25754', '35366', '36586', '33575', '33575', '25384', '18059', '36587', '36963', '36586', '35605', '64709', '36586', '35605', '64709', '33575', '50860', '72695', '36962', '25806', '36587', '36963', '24833', '36587', '36963', '24833', '50860', '36586', '35605', '64709', '33582', '25367', '33285', '33304', '72695', '36962', '25806', '24651', '72695', '36962', '25806', '24651', '33582', '36587', '36963', '24833', '50860', '33675', '36357', '25367', '33285', '33304', '33608', '37577', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '72695', '36962', '24651', '33582', '33579', '23367', '36357', '33674', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '25367', '33285', '25806', '33608', '37577', '23367', '24431', '33675', '23367', '33582', '33579', '36357', '50860', '33304', '33674', '24431', '33579', '24431', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39156	1	2	monochlorocyclohexane	118.60424	3.32	['39154', '39155', '23115', '24472', '36683', '17792', '23117', '33285', '37578', '24471', '50860', '24471', '37577', '33675', '33582', '33675', '36357', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
39175	3	5	thiacloprid	252.72412	1.84	['35622', '18379', '39172', '25693', '38101', '38106', '23424', '39173', '24532', '33670', '35352', '33261', '26421', '36683', '33285', '5686', '33832', '33661', '51143', '36962', '26835', '25693', '38101', '17792', '23117', '50860', '33595', '72695', '33302', '33285', '33304', '24532', '33670', '35352', '37578', '24471', '33582', '25367', '50860', '33675', '33285', '5686', '33832', '33661', '51143', '24471', '37577', '33675', '36357', '33582', '33579', '50860', '33595', '72695', '33302', '33579', '23367', '33675', '33582', '25367', '50860', '23367', '24431', '33579', '33675', '36357', '33582', '24431', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39246	4	7	nonadecanoic acid	298.50380	8.62	['39418', '15904', '26607', '59202', '35366', '35366', '25384', '18059', '25384', '18059', '33575', '50860', '33575', '50860', '36586', '35605', '64709', '33582', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39248	14	24	henicosanoic acid	326.55700	9.16	['39418', '15904', '26607', '59202', '35366', '35366', '25384', '18059', '25384', '18059', '33575', '50860', '33575', '50860', '36586', '35605', '64709', '33582', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39250	2	3	isopentadecanoic acid	242.39750	6.26	['15904', '39417', '62499', '35366', '26607', '35819', '25384', '18059', '35366', '33575', '50860', '25384', '18059', '36586', '35605', '64709', '33582', '33575', '50860', '36587', '36963', '24833', '50860', '33675', '36586', '35605', '64709', '33582', '72695', '36962', '25806', '24651', '33582', '33579', '36587', '36963', '24833', '50860', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '72695', '36962', '24651', '33582', '33579', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '25367', '33285', '25806', '33608', '37577', '23367', '33675', '23367', '33582', '33579', '36357', '50860', '33304', '33674', '24431', '33579', '24431', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39251	7	11	12-methyltetradecanoic acid	242.39750	6.12	['15904', '39417', '35366', '26607', '35819', '25384', '18059', '35366', '33575', '50860', '25384', '18059', '36586', '35605', '64709', '33582', '33575', '50860', '36587', '36963', '24833', '50860', '33675', '36586', '35605', '64709', '33582', '72695', '36962', '25806', '24651', '33582', '33579', '36587', '36963', '24833', '50860', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '72695', '36962', '24651', '33582', '33579', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '25367', '33285', '25806', '33608', '37577', '23367', '33675', '23367', '33582', '33579', '36357', '50860', '33304', '33674', '24431', '33579', '24431', '33675', '23367', '33582', '23367', '33579', '24431', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39258	9	12	diphenyl ether	170.20720	3.83	['35618', '25698', '33659', '36963', '33655', '33832', '36962', '25806', '33595', '72695', '33285', '33304', '25367', '50860', '50860', '33675', '36357', '33582', '33582', '33579', '23367', '33675', '33675', '23367', '24431', '33579', '33579', '24431', '23367', '23367', '24431', '24431']
39275	1	2	bromomethane	94.93852	1.13	['25253', '39278', '22926', '39279', '22929', '24472', '37141', '24469', '64708', '37141', '17792', '22928', '17792', '50860', '22928', '33285', '37578', '24471', '33285', '37578', '33582', '24471', '50860', '37577', '33675', '50860', '24471', '37577', '33675', '33582', '36357', '33579', '33582', '33675', '36357', '33579', '23367', '33675', '33579', '23367', '24431', '33579', '23367', '24431', '23367', '24431', '24431']
39282	6	8	iodomethane	141.93899	1.43	['25253', '39284', '39279', '37757', '24469', '64708', '17792', '50860', '33285', '37578', '33582', '50860', '24471', '37577', '33675', '33582', '33675', '36357', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
39287	1	1	sulfuryl difluoride	102.06161	0.891	['39443', '37826', '33424', '33241', '26835', '37577', '33304', '36357', '33675', '23367', '33579', '24431', '23367', '24431']
39299	28	37	diafenthiuron	384.57906	6.0	['39296', '39295', '35618', '39297', '39298', '39190', '25698', '33659', '39189', '51276', '36963', '33655', '33832', '33261', '50492', '36962', '25806', '33595', '72695', '36962', '26835', '33261', '33285', '33304', '25367', '50860', '33285', '33304', '36962', '26835', '50860', '33675', '36357', '33582', '50860', '33675', '33285', '33304', '33582', '33579', '23367', '33582', '33579', '50860', '33675', '23367', '24431', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39383	1	2	hexaflumuron	461.14222	5.67	['38494', '38804', '25705', '23697', '74266', '35618', '74266', '134043', '38805', '38656', '23132', '47857', '25698', '33659', '47857', '22712', '37143', '36683', '33256', '36963', '33655', '33832', '33256', '33836', '17792', '24062', '23117', '32988', '36962', '25806', '33595', '72695', '32988', '33659', '33598', '33285', '37578', '24471', '51143', '33304', '25367', '50860', '51143', '33655', '33832', '33597', '50860', '24471', '37577', '33675', '33302', '36357', '33582', '33302', '33595', '72695', '33582', '33675', '36357', '33579', '23367', '33675', '25367', '50860', '33579', '23367', '24431', '33579', '36357', '33582', '23367', '24431', '23367', '33675', '24431', '24431', '33579', '23367', '24431']
39390	1	2	felinine	207.29152	-2.56	['27532', '83822', '47910', '16385', '15705', '83925', '26834', '83824', '33261', '26822', '33704', '83820', '33709', '33576', '23509', '83811', '36962', '26835', '50047', '33575', '33261', '83821', '33285', '33304', '35352', '50860', '36586', '35605', '64709', '36962', '26835', '33675', '33285', '51143', '33582', '36587', '36963', '24833', '50860', '33304', '33579', '50860', '33302', '33675', '72695', '36962', '25806', '24651', '33582', '23367', '33582', '33675', '33579', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '24431', '33675', '33579', '23367', '33582', '36357', '50860', '33304', '33674', '33579', '23367', '24431', '33675', '33582', '23367', '24431', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39420	1	2	pentacosanoic acid	382.66330	9.72	['39418', '27283', '26607', '59202', '35366', '35366', '25384', '18059', '25384', '18059', '33575', '50860', '33575', '50860', '36586', '35605', '64709', '33582', '36586', '35605', '64709', '33582', '36587', '36963', '24833', '50860', '33675', '36587', '36963', '24833', '50860', '33675', '72695', '36962', '25806', '24651', '33582', '33579', '72695', '36962', '25806', '24651', '33582', '33579', '50860', '25367', '33285', '33304', '33608', '37577', '33675', '23367', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '23367', '33582', '36357', '33674', '33579', '24431', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '24431', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39421	3	5	perfluorooctane-1-sulfonic acid	500.13000	4.31	['132447', '33551', '134091', '33552', '33261', '64709', '37143', '33424', '36962', '26835', '50860', '17792', '24062', '33241', '26835', '33285', '33304', '33582', '37578', '24471', '37577', '33304', '50860', '33675', '24471', '36357', '33675', '33582', '33579', '23367', '33579', '33675', '24431', '23367', '33579', '24431', '23367', '24431']
39426	3	5	perfluorobutyric acid	214.03840	2.64	['35551', '25384', '134091', '33575', '37143', '36586', '35605', '64709', '17792', '24062', '36587', '36963', '24833', '50860', '33285', '37578', '24471', '72695', '36962', '25806', '24651', '33582', '50860', '24471', '37577', '33675', '50860', '25367', '33285', '33304', '25806', '33608', '37577', '33675', '33582', '36357', '33579', '33582', '36357', '50860', '33675', '33304', '33674', '33579', '23367', '33675', '23367', '33582', '33579', '24431', '33579', '24431', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39427	2	3	perfluorohexane	338.04180	4.38	['38824', '24067', '134179', '37143', '24469', '72695', '17792', '24062', '50860', '25367', '33285', '37578', '24471', '33582', '36357', '50860', '24471', '37577', '33675', '23367', '33582', '33675', '36357', '33579', '24431', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
39478	2	3	buta-1,3-diene	54.09044	1.88	['39479', '33646', '33645', '33641', '24632', '78840', '33245', '50860', '50860', '37175', '33582', '33582', '33692', '33675', '33675', '33608', '37577', '33579', '33579', '33674', '36357', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
39501	9	14	2,2,2-tetramine	146.23408	-2.22	['39166', '39474', '88061', '46686', '50047', '35352', '50860', '33285', '51143', '33582', '50860', '33302', '33675', '33582', '33675', '33579', '33675', '33579', '23367', '33579', '23367', '24431', '23367', '24431', '24431']
39547	1390	1522	(R)-carnitinium	162.20688	-3.07	['3424', '35267', '35274', '25697', '51143', '33702', '25699', '36916', '33302', '36916', '36358', '50860', '24870', '33675', '24870', '36357', '33582', '23367', '33579', '23367', '33675', '24431', '23367', '24431', '33579', '24431', '23367', '24431']
39548	7	8	atorvastatin	558.63988	4.49	['62733', '83575', '87635', '35972', '26455', '32988', '33659', '35496', '87631', '35868', '68452', '51143', '33655', '33832', '22712', '37143', '36963', '25384', '24669', '38179', '38101', '33302', '33595', '72695', '33836', '17792', '24062', '36962', '25806', '33575', '33822', '33833', '24532', '35352', '33675', '25367', '50860', '33659', '33598', '33285', '37578', '24471', '33304', '36586', '35605', '64709', '24651', '24532', '5686', '33832', '51143', '33579', '36357', '33582', '33655', '33832', '33597', '50860', '24471', '37577', '33675', '36587', '36963', '24833', '25806', '33608', '33285', '5686', '33595', '72695', '33302', '23367', '33675', '33595', '72695', '33582', '36357', '33579', '36962', '25806', '24651', '33304', '33674', '50860', '25367', '24431', '33579', '25367', '50860', '33675', '23367', '33285', '33304', '25806', '33608', '37577', '33582', '36357', '23367', '36357', '33582', '33579', '24431', '50860', '33675', '33304', '33674', '24431', '23367', '33675', '33582', '33579', '24431', '33579', '33675', '23367', '23367', '33579', '24431', '24431', '23367', '24431']
